"country","name","capacity_mw","primary_fuel","commissioningYear","age","generation_kwh","emissions_co2_tonne","heat_rate_btu_per_kwh","co2_lb_per_mmbtu","fuel_consumption_btu"
"USA","Indian River Generating Station",801,"Coal",1957,64,441700000,398762.54,8801.06741906271,225.670238238044,3887431479000
"USA","West Station (DE)",20,"Oil",1964,57,45000,0,15931.1111111111,0,716900000
"USA","McKee Run",149,"Gas",1962,59,9455000,6239.405,10873.194182972,133.520263316018,102806051000
"USA","Brandon Shores",1370,"Coal",1984,37,4336878000,4545200.596,10214.7638063602,225.720083122398,44300184427000
"USA","Fredonia",374,"Gas",1984,37,42339000,21141.597,8278.31566640686,132.702129416418,350495607000
"USA","Cape Canaveral",2099,"Oil",1965,56,7095323000,2673347.044,6332.54918768321,130.896272459689,44931481900000
"USA","Fort Myers",3298,"Gas",1958,63,9022502000,3783563.774,7046.50512252588,130.925119953573,63577106561000
"USA","Lauderdale",3003,"Gas",1957,64,3445403000,1684181.711,8130.83458771006,132.262422910487,28014001881000
"USA","Port Everglades",3060,"Oil",1960,61,6932568000,2581533.247,6265.64298107137,130.749675679172,43436996030000
"USA","Riviera",1915,"Gas",1962,59,7186711000,2627638.988,6150.11294234595,130.790170445978,44199084334000
"USA","Sanford",2532,"Gas",1959,62,10096233000,4313087.131,7188.41247502905,130.743033919458,72575887248000
"USA","Turkey Point",3675,"Nuclear",1967,54,5432677000,2186003.731,6766.45464768106,130.82734247866,36759962536000
"USA","Crystal River",3331,"Coal",1966,55,9600293000,10629642.946,10791.631774676,225.719849175407,103602826985000
"USA","P L Bartow",1966,"Gas",1958,63,7121111000,3279755.841,7749.97161973743,130.742362244947,55188408151000
"USA","Crist",1226,"Coal",1945,76,3571477000,3771619.184,10477.9953923825,221.729999545146,37421919550000
"USA","Lansing Smith",999,"Gas",1965,56,4219718000,1749786.452,6977.59946185977,130.742945875998,29443502046000
"USA","Big Bend",2076,"Coal",1969,52,6083836000,6458871.437,11133.7185987591,209.778792869008,67735718025000
"USA","Deerhaven Generating Station",469,"Coal",1972,49,846150000,765414.9,10274.912042782,193.684167569257,8694116825000
"USA","John R Kelly",237,"Gas",1958,63,559275000,268577.125,8080.70814894283,130.742526552091,4519338050000
"USA","J D Kennedy",538,"Gas",1973,48,47312000,25961.351,9233.08670104836,130.74700485055,436835798000
"USA","Northside Generating Station",1405,"Coal",1966,55,3151371000,2810176.79,10593.229664803,185.194634955913,33383196762000
"USA","Tom G Smith",143,"Gas",1961,60,2406000,2321.575,16249.4181213633,130.638733786746,39096100000
"USA","Larsen Memorial",158,"Gas",1956,65,86504000,75124.4,14595.3109798391,130.904372860433,1262552781000
"USA","C D McIntosh Jr",1279,"Coal",1970,51,2566101000,2350200.534,10789.7337575567,186.742482181543,27687546585000
"USA","Indian River Plant",342,"Gas",1989,32,27140000,21694.172,13429.243183493,130.949660940228,364469660000
"USA","Arvah B Hopkins",1017,"Gas",1970,51,1439491000,728069.313,8510.84171210518,130.741643522566,12251280047000
"USA","S O Purdom",350,"Gas",1963,58,805684000,503173.375,10507.6670568114,130.758307642424,8465859225000
"USA","Bowen",3538,"Coal",1971,50,15107955000,15163833.375,9782.64488476435,225.719829299811,147795758700000
"USA","Hammond",953,"Coal",1954,67,601885000,711366.223,11519.5185542089,225.718976504316,6933425425000
"USA","Jack McDonough",3197,"Gas",1963,58,16477105000,6619975.973,6760.39277512646,130.745351150936,111391701597000
"USA","McManus",640,"Oil",1952,69,13763000,0,13719.3780425779,0,188819800000
"USA","Yates",1484,"Gas",1950,71,550647000,347153.168,10608.4920393646,130.742528980463,5841534316000
"USA","Ponca",48,"Gas",1977,44,62530000,33842.296,9106.82886614425,130.745543986812,569450009000
"USA","E D Edwards",779,"Coal",1960,61,3311098000,3241926.518,9335.51873366479,230.735999163649,30910817408000
"USA","Coffeen",1004,"Coal",1965,56,6111712000,6192180.233,9660.2527365491,230.735755735146,59040682573000
"USA","Grand Tower Energy Center LLC",639,"Gas",1951,70,339804000,164932.64,8167.40699932902,130.742446264081,2775317568000
"USA","Joliet 9",504,"Coal",1959,62,51202000,33992.325,11199.1343111597,130.416389472899,573418075000
"USA","Kincaid Generation LLC",1318,"Coal",1967,54,5144056000,5218805.359,9673.26367636744,230.735844396115,49759810054000
"USA","Powerton",1784,"Coal",1972,49,5409605000,6558585.966,11398.8052316204,233.995770915992,61663033775000
"USA","Waukegan",914,"Coal",1952,69,2013742000,2207868.525,10321.3474094497,233.698359976568,20784530775000
"USA","Will County",1267,"Coal",1955,66,454052000,487885.25,10173.2136957881,232.368154652699,4619168025000
"USA","Fisk Street",662,"Coal",1968,53,0,8199.8,Inf,178.105343389356,101285900000
"USA","Joppa Steam",1098,"Coal",1953,68,4250710000,4513210.625,10128.4647402434,230.623301731123,43053166356000
"USA","Baldwin Energy Complex",1893,"Coal",1970,51,8508558000,8307595.874,9309.50780520036,230.735999602648,79210487112000
"USA","Havana",718,"Coal",1947,74,2849335000,3205874.351,10727.812943371,230.735528807648,30567132893000
"USA","Hennepin Power Station",306,"Coal",1953,68,1818028000,1962291.71,10291.3299316622,230.735373738509,18709925973000
"USA","Venice",1097,"Gas",1942,79,64469000,37484.853,9783.81664055593,130.743243302696,630752875000
"USA","Dallman",617,"Coal",1968,53,2758732000,2882967.688,10201.9250104758,225.35687737214,28144376988000
"USA","Marion",422,"Coal",1963,58,1787440000,2336814.988,12399.3111696057,231.962605734863,22163024757000
"USA","Clifty Creek",1302,"Coal",1955,66,6662473000,6817684.452,9924.39709699386,226.840179533386,66121027700000
"USA","Harding Street",1176,"Gas",1941,80,1327907000,817665.444,10357.7209872378,130.787565753178,13754090203000
"USA","CC Perry K",22,"Gas",1925,96,0,72319.637,Inf,42.262350081975,3764655801000
"USA","AES Petersburg",2150,"Coal",1967,54,10392078000,10848957.629,10175.0942017564,225.719904294612,105740372602000
"USA","Bailly",640,"Coal",1962,59,1862714000,2105391.129,11017.1313449086,225.70478366962,20521764796000
"USA","Michigan City",680,"Coal",1950,71,1419042000,1472604.268,9894.59443765583,230.736068316481,14040845080000
"USA","Cayuga",1182,"Coal",1970,51,6161119000,5993283.265,9481.32120853371,225.714276071696,58415548243000
"USA","Connersville",82,"Oil",1972,49,144000,0,23361.1111111111,0,3.364e+09
"USA","Edwardsport",947,"Coal",1944,77,3453559000,3725626.391,8520.67483920211,278.535856016162,29426653277000
"USA","Noblesville",283,"Gas",1950,71,433350000,270558.333,10505.8516049383,130.741520747417,4552710793000
"USA","R Gallagher",600,"Coal",1958,63,235436000,237181.548,9818.92394536095,225.718322147821,2311728178000
"USA","Broadway (IN)",141,"Gas",1971,50,4011000,0,12979.5205684368,0,52060857000
"USA","F B Culley",414,"Coal",1955,66,2000305000,2387337.932,11638.8242133075,225.595924657326,23281198268000
"USA","Butler-Warner Generation Plant",297,"Gas",1976,45,11717000,0,15802.4323632329,0,185157100000
"USA","Whitewater Valley",93,"Coal",1955,66,44782000,51267.373,11158.4182930642,225.713545024373,499696288000
"USA","Dubuque",84,"Gas",1929,92,144000,224.25,26264.7638888889,130.442507732424,3782126000
"USA","Lansing",339,"Coal",1948,73,1081237000,1217096.454,10739.2606218618,230.596333153305,11611685937000
"USA","Milton L Kapp",236,"Gas",1947,74,29923000,21861.259,12325.1351802961,130.407036758881,368805020000
"USA","Marshalltown",189,"Gas",1978,43,21305000,0,10532.0189157475,0,224384663000
"USA","Prairie Creek",235,"Coal",1951,70,0,699540.55,Inf,229.457979371051,6707063377000
"USA","Sutherland",155,"Gas",1955,66,0,0,NA,NA,0
"USA","Riverside",111,"Gas",1949,72,6595000,4621.979,11822.586353298,130.413741282428,77969957000
"USA","Walter Scott Jr Energy Center",1777,"Coal",1954,67,9218596000,8930422,9236.64485893513,230.736145874472,85148897350000
"USA","George Neal North",1080,"Coal",1964,57,2322486000,2595532.2,10655.6676229695,230.735985313266,24747638875000
"USA","Burlington (IA)",288,"Coal",1968,53,1181006000,1293351.793,10445.3673579982,230.655347546098,12336041522000
"USA","Centerville",60,"Oil",1963,58,129000,0,58449.6124031008,0,7.54e+09
"USA","Ames Electric Services Power Plant",108,"Gas",1968,53,311312000,232475.4,12597.1575943105,130.416115481806,3921646325000
"USA","Streeter Station",51,"Gas",1963,58,1011000,1143.337,19072.9040553907,130.445457188426,19282706000
"USA","Muscatine Plant #1",293,"Coal",1958,63,1026875000,1234389.082,11461.4765234327,230.736660480112,11769503705000
"USA","Summit Lake",87,"Gas",1948,73,6834000,0,16508.3027509511,0,112817741000
"USA","Earl F Wisdom",118,"Gas",1960,61,12199000,8715.803,11996.4521682105,131.024656031321,146344720000
"USA","Cimarron River",65,"Gas",1963,58,1105000,813.729,12361.679638009,131.057751381148,13659656000
"USA","Fort Dodge",149,"Gas",1969,52,4190000,2882.247,11574.3350835322,130.750633695686,48496464000
"USA","Great Bend - Sunflower",81,"Gas",1963,58,2198000,1619.745,12377.3785259327,130.982407293119,27205478000
"USA","Riverton",397,"Gas",1950,71,1064137000,472258.63,7467.7406461762,130.74220745809,7946699128000
"USA","Gordon Evans Energy Center",902,"Gas",1961,60,414920000,276991.473,11230.8938927986,130.770681569194,4659922494000
"USA","La Cygne",1578,"Coal",1973,48,4524579000,4657836.135,9815.53728601048,230.735614535877,44411173878000
"USA","Murray Gill",349,"Gas",1952,69,70241000,58725.39,14068.5787218291,130.739758844079,988191038000
"USA","Hutchinson Energy Center",554,"Gas",1950,71,6808000,0,14310.5317273796,0,97426100000
"USA","Lawrence Energy Center",604,"Coal",1952,69,2722682000,2939431.776,10297.7885195553,230.645601382352,28037603442000
"USA","Tecumseh Energy Center",290,"Coal",1957,64,341231000,407295.557,11416.7206262034,230.007766516194,3895738996000
"USA","Chanute 2",64,"Gas",1965,56,26978000,21393.1,13435.8329008822,129.844051359567,362471900000
"USA","Coffeyville",62,"Gas",1956,65,17455000,11748.862,11323.9185906617,130.768123539875,197658999000
"USA","Quindaro",385,"Gas",1965,56,22253000,11291.584,11731.164292455,95.1585609053411,261053599000
"USA","McPherson 2",246,"Gas",1963,58,5085000,0,16112.4287118977,0,81931700000
"USA","Garden City",266,"Gas",1962,59,42862000,9576.883,13359.6679109701,36.794149431393,572622086000
"USA","Big Sandy",1096,"Coal",1963,58,593330000,347037.679,9841.94158899769,130.744136162403,5839519203000
"USA","E W Brown",1745,"Gas",1957,64,1893299000,1942099.186,10652.8522251372,211.840493238009,20169034465000
"USA","Ghent",2224,"Coal",1974,47,12917636000,11976720.735,9036.65161721541,225.719989667373,116732176250000
"USA","Cane Run",1467,"Coal",1962,59,3632534000,1430961.18,6628.60743409422,130.74302994668,24078641877000
"USA","Mill Creek (KY)",1715,"Coal",1972,49,9795879000,9386529.133,9351.0829949002,225.435543034042,91602077537000
"USA","Paddys Run",226,"Gas",1968,53,69409000,40937.178,10006.6843636992,129.668531798944,694553955000
"USA","Elmer Smith",445,"Coal",1964,57,2012782000,2144578.144,10382.1976801263,225.776389013338,20897100611000
"USA","Paradise",3718,"Coal",1963,58,6847129000,4784888.443,8521.4270251079,180.415421990429,58347310105000
"USA","Shawnee",1750,"Coal",1953,68,6910338000,7862124.393,10847.7592371024,230.740199554558,74961682871000
"USA","Kenneth C Coleman",602,"Coal",1969,52,0,0,NA,NA,0
"USA","HMP&L Station Two Henderson",405,"Coal",1973,48,1270243000,1403400.575,10768.3148027582,225.719862660602,13678376500000
"USA","Robert A Reid",194,"Gas",1966,55,2210000,0,19136.1085972851,0,42290800000
"USA","Cooper",343,"Coal",1965,56,505673000,502063.664,9677.00062490977,225.720465619267,4893397937000
"USA","Louisiana 1",450,"Gas",1951,70,3253205000,2180568.726,11278.7281133528,130.743739134225,36692014692000
"USA","R S Nelson",1594,"Gas",1959,62,2912487000,3351782.21,10972.8401984284,230.736033406355,31958254431000
"USA","Coughlin Power Station",920,"Gas",1961,60,2404263000,1050006.087,7348.80648456512,130.742177333725,17668463525000
"USA","Teche",467,"Gas",1953,68,743524000,462446.582,10466.3387705037,130.735783942476,7781974068000
"USA","Little Gypsy",1249,"Gas",1961,60,2244661000,1445266.603,10834.327575968,130.742843075429,24319392571000
"USA","Nine Mile Point",2788,"Gas",1951,70,9097582000,4325704.704,8000.82774499862,130.743061604871,72788186478000
"USA","Sterlington",473,"Gas",1958,63,15307000,8861.011,9740.44887959757,130.748556522422,149097051000
"USA","Arsenal Hill",125,"Gas",1960,61,1786750000,1234014.078,11621.4703685462,130.742843198485,20764662181000
"USA","Lieberman",278,"Gas",1947,74,38355000,24552.442,10769.9577108591,130.761950332502,413081728000
"USA","Houma",94,"Gas",1948,73,37007000,24583.233,11180.1315967249,130.716641989923,413743130000
"USA","Louis Doc Bonin",340,"Gas",1965,56,0,0,NA,NA,0
"USA","Big Cajun 1",490,"Gas",1972,49,100822000,74033.421,12355.6808037928,130.746029910547,1245724450000
"USA","William F Wyman",861,"Oil",1957,64,116107000,103596.8,10362.5370046595,189.428152368412,1203163084000
"USA","CP Crane Power, LLC",415,"Coal",1961,60,255380000,282073.439,10531.22632156,230.737958356557,2689464578000
"USA","Gould Street",103,"Gas",1952,69,14452000,10272.768,11960.766606698,130.74442880962,172856999000
"USA","Herbert A Wagner",1057,"Coal",1956,65,243305000,262561.083,10929.4845975216,217.221255541966,2659198250000
"USA","Perryman",545,"Gas",1972,49,250694000,154193.174,10054.9220404158,134.575245746789,2520708626000
"USA","Westport",121,"Gas",1969,52,25175000,19897.622,13299.3285004965,130.744872037278,334810595000
"USA","Vienna Operations",180,"Oil",1968,53,1895000,3127.893,20343.0321899736,178.504705286214,38550046000
"USA","Chalk Point LLC",2553,"Gas",1964,57,973622000,878880.516,10904.1346990927,182.125572978819,10616505434000
"USA","Dickerson",933,"Coal",1959,62,354196000,325722.645,10404.672506183,194.445799703649,3685293383000
"USA","Morgantown Generating Plant",1548,"Coal",1970,51,2807499000,2642546.356,9179.0705888052,225.59370424847,25770231499000
"USA","Exelon Framingham LLC",42,"Oil",1969,52,624000,0,21594.391025641,0,13474900000
"USA","Mystic Generating Station",2841,"Gas",1957,64,7324399000,3177559.946,7229.20236172278,132.024355720235,52949562549000
"USA","Exelon Medway LLC",135,"Oil",1970,51,5347000,7916.9,18273.1999251917,178.259650300696,97706800000
"USA","Kendall Square Station",293,"Gas",1949,72,2229706000,869567.366,6548.88817897965,131.011897289453,14602095266000
"USA","Canal",1495,"Oil",1968,53,59088000,47348.997,10730.3781478473,164.293032971107,634036584000
"USA","Brayton Point",1607,"Coal",1963,58,1269112000,1261407.025,9732.45734025051,224.67537063927,12351578400000
"USA","Doreen",21,"Oil",1969,52,170000,0,16678.2352941176,0,2835300000
"USA","Essential Power Massachusetts LLC",352,"Gas",1949,72,40836000,23043.931,9227.47254873151,134.540578262162,376813069000
"USA","Woodland Road",20,"Oil",1969,52,346000,0,15006.3583815029,0,5192200000
"USA","Potter Station 2",221,"Gas",1963,58,52491000,28892.002,8613.3716446629,140.586067919953,452124491000
"USA","Waters River",64,"Gas",1971,50,15591000,8403.6,11686.004746328,101.472421259464,182196500000
"USA","Cleary Flood",146,"Gas",1966,55,62149000,40489.111,10592.7787735925,135.305943727289,658330608000
"USA","Dan E Karn",1945,"Gas",1959,62,2800963000,3229451.55,11352.0530403293,223.444500788761,31796680540000
"USA","J H Campbell",1577,"Coal",1962,59,8576748000,8523165.725,9475.13667476298,230.736064376844,81265859525000
"USA","Thetford",217,"Gas",1970,51,379000,0,27817.9419525066,0,1.0543e+10
"USA","Delray",142,"Gas",2000,21,30248000,18441.476,10259.261604073,130.739129816211,310322145000
"USA","Hancock",158,"Gas",1966,55,3681000,2947.8,13575.278456941,129.779510352087,49970600000
"USA","Monroe (MI)",3288,"Coal",1969,52,16823439000,16962318.878,9610.57980826631,230.804109290957,161683003159000
"USA","River Rouge",940,"Coal",1956,65,397484000,1101464.513,27728.7505031649,219.858488908742,11021734665000
"USA","St Clair",1923,"Coal",1953,68,3950968000,4039329.637,9747.92803738223,230.736420095606,38513751742000
"USA","Trenton Channel",775,"Coal",1949,72,0,2194166.029,Inf,230.735875681262,2.092074e+13
"USA","Presque Isle",623,"Coal",1955,66,1716258000,1971717.062,10953.928679138,230.735698408132,18799767727000
"USA","J B Sims",80,"Coal",1983,38,312365000,290107.109,9052.0838826373,225.720038845926,2827554182000
"USA","James De Young",62,"Coal",1951,70,0,16.791,Inf,128.141780793406,288276000
"USA","Eckert Station",375,"Coal",1954,67,426729000,550527.037,12300.9117753891,230.73414696206,5249155781000
"USA","Erickson Station",154,"Coal",1973,48,1080904000,1371670.238,12099.5399119626,230.73656126632,13078441089000
"USA","Shiras",77,"Coal",1967,54,230406000,325930.87,13487.7658654723,230.735476382613,3107662182000
"USA","Wyandotte",75,"Gas",1948,73,0,12433.111,Inf,130.401744495708,209758269000
"USA","Fox Lake",131,"Gas",1950,71,18133000,13591.981,12644.8651078145,130.413207741857,229289339000
"USA","Syl Laskin",116,"Gas",1953,68,6007000,5447.335,15259.734809389,130.738093301182,91665227000
"USA","Clay Boswell",1072,"Coal",1958,63,7696110000,8500961.426,10531.8458457584,230.73579104313,81054244132000
"USA","M L Hibbard",122,"Biomass",1931,90,0,276661.202,Inf,229.392760602734,2653329786000
"USA","Black Dog",1440,"Gas",1952,69,716606000,321551.389,7550.55297471693,130.741622946339,5410771565000
"USA","High Bridge",920,"Gas",1956,65,2034422000,869378.257,7190.72053585736,130.742866091635,14628960054000
"USA","Inver Hills",278,"Gas",1972,49,7507000,0,17193.8857066738,0,129074500000
"USA","Allen S King",598,"Coal",1958,63,3204378000,3237274.286,9632.59354264697,230.735916269611,30866470831000
"USA","Riverside (MN)",822,"Gas",1964,57,1632559000,664637.592,6850.50199043342,130.742353939891,11183848679000
"USA","Hoot Lake",137,"Coal",1914,107,264903000,328965.275,11840.8362683699,230.729691448077,3136673050000
"USA","New Ulm",78,"Oil",1957,64,442000,0,2565.61085972851,0,1.134e+09
"USA","Cambridge CT",194,"Gas",1978,43,24308000,15540.275,10990.9815287148,127.966318250083,267168779000
"USA","Elk River",238,"Gas",1951,70,25270000,16073.615,10520.3740403641,133.014755261177,265849852000
"USA","Maple Lake",25,"Oil",1978,43,264000,0,15818.1818181818,0,4.176e+09
"USA","Chevron Oil",169,"Gas",1967,54,607066000,427835.499,11858.9810020657,130.742328123644,7199184161000
"USA","Sweatt",136,"Gas",1951,70,3864000,0,8786.69772256729,0,33951800000
"USA","Jack Watson",1212,"Gas",1957,64,1595793000,1004361.513,10622.0961728746,130.354478992476,16950666718000
"USA","Baxter Wilson",1327,"Gas",1967,54,6.72e+08,426580.938,10675.152391369,130.82199544328,7173702407000
"USA","Rex Brown",348,"Gas",1948,73,176959000,151771.586,14431.897032646,130.742587649978,2553854067000
"USA","Moselle",509,"Gas",1970,51,956271000,486650.119,8563.05652372601,130.746393594841,8188602625000
"USA","Asbury",230,"Coal",1970,51,1094853000,1253857.069,10919.3817635792,230.736792311623,11955117882000
"USA","Hawthorn",1070,"Coal",1969,52,3435788000,3186611.5,8974.16534140058,227.36906436059,30833329590000
"USA","Montrose",564,"Coal",1958,63,417854000,490070.283,11182.6328957004,230.734436841276,4672707886000
"USA","Northeast (MO)",486,"Oil",1972,49,2395000,0,15151.4405010438,0,36287700000
"USA","Fairgrounds",68,"Oil",1974,47,266000,0,21571.8045112782,0,5738100000
"USA","Ralph Green",74,"Gas",1981,40,5168000,0,24903.1894349845,0,128699683000
"USA","Sibley",524,"Coal",1960,61,1607837000,1673164.483,9922.11450476634,230.735843360972,15953142819000
